feature,distance,capture,subscenario,fstrat,seed,p_frac,trigger_type
js_avg,0.004076758690235862,1_42,1,shap,2,0.001,gen
js_avg,0.005059942561294233,9_50,1,shap,2,0.001,gen
js_avg,0.08734006653549456,1_42,1,shap,2,0.005,gen
js_avg,0.07522151267413756,9_50,1,shap,2,0.005,gen
js_avg,0.022879277828012017,1_42,1,shap,2,0.01,gen
js_avg,0.028436499440182693,9_50,1,shap,2,0.01,gen
js_avg,0.14775059329402632,1_42,1,shap,2,0.02,gen
js_avg,0.15147225733231265,9_50,1,shap,2,0.02,gen
js_avg,0.11898034873577427,1_42,1,shap,2,0.05,gen
js_avg,0.12336531151246077,9_50,1,shap,2,0.05,gen
js_avg,0.00605049251660858,1_42,1,shap,3,0.001,gen
js_avg,0.0071265219635312255,9_50,1,shap,3,0.001,gen
js_avg,0.08399291938253398,1_42,1,shap,3,0.005,gen
js_avg,0.08956288306928159,9_50,1,shap,3,0.005,gen
js_avg,0.026730585798382927,1_42,1,shap,3,0.01,gen
js_avg,0.03194168315818718,9_50,1,shap,3,0.01,gen
js_avg,0.14801481026329305,1_42,1,shap,3,0.02,gen
js_avg,0.14934334782312136,9_50,1,shap,3,0.02,gen
js_avg,0.17933400282778417,1_42,1,shap,3,0.05,gen
js_avg,0.08808026195883487,9_50,1,shap,3,0.05,gen
js_avg,0.1496228092708669,1_42,1,shap,0,0.01,gen
js_avg,0.15363004148752368,9_50,1,shap,0,0.01,gen
js_avg,0.0036577143332354226,1_42,1,shap,4,0.001,gen
js_avg,0.0044269642193474285,9_50,1,shap,4,0.001,gen
js_avg,0.011158855334349817,1_42,1,shap,4,0.005,gen
js_avg,0.08006003186893351,9_50,1,shap,4,0.005,gen
js_avg,0.15114620224310407,1_42,1,shap,4,0.01,gen
js_avg,0.15179622940210263,9_50,1,shap,4,0.01,gen
js_avg,0.10260181202281622,1_42,1,shap,4,0.02,gen
js_avg,0.04526500657057337,9_50,1,shap,4,0.02,gen
js_avg,0.10956641159538257,1_42,1,shap,4,0.05,gen
js_avg,0.09776846589984926,9_50,1,shap,4,0.05,gen
js_avg,0.16233648408710377,1_42,1,shap,0,0.02,gen
js_avg,0.05685288426966521,9_50,1,shap,0,0.02,gen
js_avg,0.18433401607699035,1_42,1,shap,0,0.05,gen
js_avg,0.1926276558649788,9_50,1,shap,0,0.05,gen
js_avg,0.003805922421424218,1_42,1,shap,1,0.001,gen
js_avg,0.004309974552819596,9_50,1,shap,1,0.001,gen
js_avg,0.01090788107228475,1_42,1,shap,1,0.005,gen
js_avg,0.01343885364745411,9_50,1,shap,1,0.005,gen
js_avg,0.017370546241268433,1_42,1,shap,1,0.01,gen
js_avg,0.019621033929757614,9_50,1,shap,1,0.01,gen
js_avg,0.021099657964410636,1_42,1,shap,1,0.02,gen
js_avg,0.14623915469052068,9_50,1,shap,1,0.02,gen
js_avg,0.1611956331676641,1_42,1,shap,1,0.05,gen
js_avg,0.05654265857287586,9_50,1,shap,1,0.05,gen
js_avg,0.00818883588568953,1_42,1,shap,0,0.001,red
js_avg,0.009769454121878388,9_50,1,shap,0,0.001,red
js_avg,0.020861562575445962,1_42,1,shap,0,0.005,red
js_avg,0.025022899879355166,9_50,1,shap,0,0.005,red
js_avg,0.005902814418025927,1_42,1,shap,2,0.001,red
js_avg,0.007053454237700199,9_50,1,shap,2,0.001,red
js_avg,0.013326125572041225,1_42,1,shap,2,0.005,red
js_avg,0.01585740869451469,9_50,1,shap,2,0.005,red
js_avg,0.02569366469567541,1_42,1,shap,2,0.01,red
js_avg,0.1388248658039154,9_50,1,shap,2,0.01,red
js_avg,0.220063882086409,1_42,1,shap,2,0.02,red
js_avg,0.20774170511285212,9_50,1,shap,2,0.02,red
js_avg,0.24237764362638198,1_42,1,shap,2,0.05,red
js_avg,0.23283414732242394,9_50,1,shap,2,0.05,red
js_avg,0.004098663826908362,1_42,1,shap,3,0.001,red
js_avg,0.00499413668504258,9_50,1,shap,3,0.001,red
js_avg,0.05633394679960849,1_42,1,shap,3,0.005,red
js_avg,0.07338378063963913,9_50,1,shap,3,0.005,red
js_avg,0.14078025130209632,1_42,1,shap,3,0.01,red
js_avg,0.02390332626237211,9_50,1,shap,3,0.01,red
js_avg,0.10851699331183288,1_42,1,shap,3,0.02,red
js_avg,0.09456126730713757,9_50,1,shap,3,0.02,red
js_avg,0.21372293731972417,1_42,1,shap,3,0.05,red
js_avg,0.09177298767325487,9_50,1,shap,3,0.05,red
js_avg,0.19184898585435803,1_42,1,shap,0,0.01,red
js_avg,0.18509812744608,9_50,1,shap,0,0.01,red
js_avg,0.005809292303148203,1_42,1,shap,4,0.001,red
js_avg,0.006986787832836308,9_50,1,shap,4,0.001,red
js_avg,0.14898505178443155,1_42,1,shap,4,0.005,red
js_avg,0.022991454459218526,9_50,1,shap,4,0.005,red
js_avg,0.15203362783687577,1_42,1,shap,4,0.01,red
js_avg,0.15396239248436983,9_50,1,shap,4,0.01,red
js_avg,0.1658577423589027,1_42,1,shap,4,0.02,red
js_avg,0.16993890001869275,9_50,1,shap,4,0.02,red
js_avg,0.1791114234986298,1_42,1,shap,4,0.05,red
js_avg,0.15463944236629995,9_50,1,shap,4,0.05,red
js_avg,0.20434773067535605,1_42,1,shap,0,0.02,red
js_avg,0.1990748614109335,9_50,1,shap,0,0.02,red
js_avg,0.22876909188725883,1_42,1,shap,0,0.05,red
js_avg,0.22613061942055732,9_50,1,shap,0,0.05,red
js_avg,0.16675608900777467,1_42,1,shap,1,0.001,red
js_avg,0.008732230778019542,9_50,1,shap,1,0.001,red
js_avg,0.020669933844466255,1_42,1,shap,1,0.005,red
js_avg,0.0219313917874644,9_50,1,shap,1,0.005,red
js_avg,0.029830786321158643,1_42,1,shap,1,0.01,red
js_avg,0.03328202534553338,9_50,1,shap,1,0.01,red
js_avg,0.1526774747619682,1_42,1,shap,1,0.02,red
js_avg,0.1373825493861279,9_50,1,shap,1,0.02,red
js_avg,0.21372293731972417,1_42,1,shap,1,0.05,red
js_avg,0.09177298767325487,9_50,1,shap,1,0.05,red
